,at,,
,first,,
,pinkish,,
,",",,
,then,,
,brown,,
,and,,
,finally,,
,dark-brown,,
,almost,,
,black,,
,",",,
,edge,,
,whitish,,
,",",,
,fimbriate,,
,under,,
,a,,
,magnifying,,
,glass,,
,.,,
,</sentence>,,
,<sentence>,,
,lamellae,,
,free,,
,",",,
,crowded,,
,",",,
,up,,
,to,,
,1,,
,cm,,
,broad,,
,",",,
,with,,
,lamellulae,,
,",",,
,pink,,
,even,,
,in,,
,immature,,
,basidiomata,,
,",",,
,then,,
,reddish,,
,",",,
,much,,
,later,,
,brown,,
,and,,
,finally,,
,very,,
,dark-brown,,
,almost,,
,black,,
,",",,
,edge,,
,whitish,,
,and,,
,finely,,
,denticulate,,
,in,,
,young,,
,specimens,,
,",",,
,but,,
,soon,,
,concolorous,,
,with,,
,the,,
,faces,,
,.,,
,</sentence>,,
,<sentence>,,
,resembles,,
,willow,,
,ptarmigan,,
,in,,
,shape,,
,and,,
,size,,
,",",,
,but,,
,lacks,,
,the,,
,white,,
,winter,,
,plumage,,
,and,,
,feathering,,
,on,,
,the,,
,distal,,
,elements,,
,of,,
,the,,
,toes,,
,present,,
,in,,
,ptarmigan,,
,.,,
,</sentence>,,
,<sentence>,,
,basidia,,
,16-24,,
,x,,
,6-8,,
,?m,,
,",",,
,4-spored,,
,",",,
,clavate,,
,or,,
,slightly,,
,truncate,,
,at,,
,the,,
,apex,,
,",",,
,with,,
,sterigmata,,
,up,,
,to,,
,3,,
,?m,,
,long,,
,.,,
,cheilocystidia,,
,usually,,
,septate,,
,",",,
,with,,
,1-2,,
,septa,,
,",",,
,very,,
,numerous,,
,",",,
,hyaline,,
,;,,
,terminal,,
,elements,,
,clavate,,
,",",,
,broadly,,
,clavate,,
,or,,
,ovoid,,
,",",,
,measuring,,
,10-28,,
,x,,
,7-12,,
,?m,,
,",",,
,anteterminal,,
,ones,,
,",",,
,small,,
,",",,
,measuring,,
,3-16,,
,x,,
,5-9,,
,?m,,
,.,,
,in,,
,lapag,,
,241,,
,",",,
,fusoid,,
,terminal,,
,elements,,
,frequently,,
,observed,,
,",",,
,while,,
,in,,
,lapag,,
,341,,
,",",,
,catenulate,,
,cheilocystidia,,
,",",,
,with,,
,ovoid,,
,terminal,,
,elements,,
,as,,
,abundant,,
,as,,
,the,,
,clavate,,
,ones,,
,.,,
,</sentence>,,
,<sentence>,,
,cheilocystidia,,
,very,,
,abundant,,
,",",,
,hyaline,,
,",",,
,often,,
,with,,
,a,,
,basal,,
,septum,,
,",",,
,the,,
,terminal,,
,element,,
,clavate,,
,to,,
,cylindrical,,
,17-27,,
,x,,
,6-10,,
,?m,,
,and,,
,the,,
,anteterminal,,
,ones,,
,small,,
,5-14,,
,x,,
,4-7,,
,?m,,
,",",,
,sometimes,,
,simple,,
,",",,
,clavate,,
,to,,
,cylindrical,,
,18-32,,
,x,,
,4-15,,
,?m,,
,or,,
,pyriform,,
,to,,
,globose,,
,15-24,,
,x,,
,11-15,,
,?m,,
,.,,
,</sentence>,,
,<sentence>,,
,seeds,,
,tan,,
,with,,
,red,,
,spot,,
,near,,
,one,,
,end,,
,",",,
,ovoid,,
,",",,
,slightly,,
,laterally,,
,compressed,,
,",",,
,minutely,,
,roughened,,
,",",,
,marginal,,
,wing,,
,absent,,
,",",,
,appendage,,
,absent,,
,;,,
,embryo,,
,central,,
,",",,
,straight,,
,to,,
,slightly,,
,curved,,
,.,,
,</sentence>,,
,<sentence>,,
,dark,,
,underwings,,
,contrast,,
,with,,
,white,,
,belly,,
,in,,
,flight,,
,.,,
,at,,
,rest,,
,",",,
,wingtips,,
,extend,,
,slightly,,
,past,,
,end,,
,of,,
,tail,,
,.,,
,</sentence>,,
,<sentence>,,
,raspailiidae,,
,having,,
,a,,
,renieroid,,
,reticulate,,
,choanosomal,,
,skeleton,,
,",",,
,lacking,,
,any,,
,axial,,
,compression,,
,",",,
,cored,,
,by,,
,choanosomal,,
,styles,,
,with,,
,spines,,
,on,,
,both,,
,basal,,
,and,,
,distal,,
,ends,,
,.,,
,</sentence>,,
,<sentence>,,
,antennae,,
,inserting,,
,in,,
,the,,
,middle,,
,of,,
,the,,
,rostrum,,
,",",,
,scape,,
,as,,
,long,,
,as,,
,the,,
,two-segmented,,
,pedicel,,
,whose,,
,1st,,
,segment,,
,notably,,
,longer,,
,and,,
,wider,,
,than,,
,the,,
,remaining,,
,ones,,
,yet,,
,likewise,,
,transverse,,
,.,,
,club,,
,barely,,
,longer,,
,than,,
,wide,,
,",",,
,tapered,,
,towards,,
,the,,
,end,,
,.,,
,</sentence>,,
,<sentence>,,
,lower,,
,surface,,
,of,,
,the,,
,annulus,,
,with,,
,cylindrical,,
,hyphae,,
,",",,
,4-7,,
,µm,,
,wide,,
,",",,
,not,,
,or,,
,hardly,,
,constricted,,
,at,,
,septa,,
,",",,
,and,,
,hyphae,,
,9-12,,
,µm,,
,wide,,
,",",,
,deeply,,
,constricted,,
,at,,
,septa,,
,and,,
,easily,,
,disarticulating,,
,into,,
,isolated,,
,elements,,
,with,,
,rounded,,
,ends,,
,.,,
,</sentence>,,
,<sentence>,,
,petiole,,
,with,,
,both,,
,faces,,
,convex,,
,and,,
,dorsal,,
,margin,,
,somewhat,,
,angular,,
,;,,
,lateral,,
,spines,,
,short,,
,",",,
,curved,,
,backwards,,
,.,,
,anterior,,
,face,,
,of,,
,first,,
,gastral,,
,segment,,
,convex,,
,.,,
,</sentence>,,
,<sentence>,,
,with,,
,petiole,,
,in,,
,profile,,
,the,,
,lateral,,
,spongiform,,
,lobe,,
,extends,,
,forward,,
,to,,
,the,,
,level,,
,of,,
,",",,
,or,,
,slightly,,
,in,,
,front,,
,of,,
,the,,
,level,,
,of,,
,",",,
,the,,
,anterior,,
,face,,
,of,,
,the,,
,node,,
,in,,
,pyramica,,
,serket,,
,.,,
,in,,
,pyramica,,
,hoplites,,
,the,,
,spongiform,,
,lobe,,
,terminates,,
,behind,,
,the,,
,level,,
,of,,
,the,,
,nodes,,
,anterior,,
,face,,
,.,,
,</sentence>,,
,<sentence>,,
,one,,
,valve,,
,face,,
,fultoportula,,
,with,,
,a,,
,single,,
,rimoportula,,
,close,,
,to,,
,the,,
,opposite,,
,margin,,
,.,,
,the,,
,rimoportula,,
,positioned,,
,slightly,,
,more,,
,towards,,
,the,,
,valve,,
,face,,
,than,,
,the,,
,ring,,
,of,,
,mantle,,
,fultoportulae,,
,",",,
,which,,
,seem,,
,to,,
,placed,,
,on,,
,every,,
,second,,
,or,,
,third,,
,costa,,
,.,,
,</sentence>,,
,<sentence>,,
,clypeus,,
,of,,
,female,,
,with,,
,fine,,
,longitudinal,,
,median,,
,carina,,
,;,,
,lower,,
,face,,
,longitudinally,,
,striate,,
,;,,
,face,,
,of,,
,male,,
,with,,
,very,,
,large,,
,depression,,
,on,,
,each,,
,side,,
,",",,
,from,,
,clypeus,,
,to,,
,well,,
,above,,
,antennal,,
,sockets,,
,;,,
,scape,,
,of,,
,male,,
,greatly,,
,expanded,,
,and,,
,flattened,,
,;,,
,subapical,,
,metasomal,,
,segments,,
,of,,
,male,,
,with,,
,large,,
,",",,
,expanded,,
,",",,
,pubescent,,
,",",,
,pregradular,,
,areas,,
,.,,
,</sentence>,,
,<sentence>,,
,seeds,,
,brown,,
,",",,
,obliquely,,
,triangular,,
,with,,
,distinct,,
,abaxial,,
,groove,,
,",",,
,0.4,,
,mm,,
,",",,
,smooth,,
,to,,
,pebbled,,
,.,,
,</sentence>,,
,<sentence>,,
,nares,,
,long,,
,and,,
,narrow,,
,",",,
,covered,,
,from,,
,above,,
,by,,
,small,,
,fleshy,,
,operculum,,
,",",,
,and,,
,located,,
,in,,
,shallow,,
,groove,,
,12,,
,mm,,
,long,,
,",",,
,just,,
,anterior,,
,to,,
,feathering,,
,at,,
,base,,
,of,,
,bill,,
,.,,
,</sentence>,,
,<sentence>,,
,annulus,,
,superous,,
,",",,
,membranous,,
,",",,
,thick,,
,",",,
,double,,
,",",,
,up,,
,to,,
,2,,
,cm,,
,broad,,
,",",,
,with,,
,a,,
,groove,,
,along,,
,the,,
,margin,,
,separating,,
,the,,
,white,,
,",",,
,smooth,,
,or,,
,slightly,,
,striate,,
,upper,,
,surface,,
,from,,
,the,,
,lower,,
,",",,
,which,,
,pale-brown,,
,",",,
,fibrillose,,
,and,,
,shows,,
,large,,
,",",,
,discrete,,
,",",,
,deciduous,,
,",",,
,brown,,
,",",,
,irregularly,,
,distributed,,
,squames,,
,from,,
,the,,
,universal,,
,veil,,
,along,,
,the,,
,margin,,
,.,,
,occasionally,,
,the,,
,groove,,
,so,,
,deep,,
,as,,
,to,,
,divide,,
,the,,
,annulus,,
,into,,
,two,,
,membranes,,
,which,,
,may,,
,attached,,
,at,,
,different,,
,heights,,
,on,,
,the,,
,upper,,
,stipe,,
,.,,
,</sentence>,,
,<sentence>,,
,sensory,,
,organs,,
,:,,
,amphids,,
,typically,,
,non-spiral,,
,with,,
,a,,
,transverse,,
,slitlike,,
,or,,
,oval,,
,aperture,,
,and,,
,a,,
,large,,
,",",,
,pocket-shaped,,
,fovea,,
,.,,
,occasionally,,
,the,,
,aperture,,
,a,,
,longitudinal,,
,groove,,
,or,,
,indistinct,,
,;,,
,in,,
,the,,
,latter,,
,case,,
,a,,
,subcuticular,,
,sinusoidal,,
,structure,,
,can,,
,observed,,
,as,,
,far,,
,back,,
,as,,
,the,,
,nerve,,
,ring,,
,.,,
,</sentence>,,
,<sentence>,,
,dorsal,,
,surfaces,,
,covered,,
,with,,
,a,,
,layer,,
,of,,
,short,,
,decumbent,,
,and,,
,longer,,
,more,,
,or,,
,less,,
,erect,,
,soft,,
,hairs,,
,.,,
,</sentence>,,
,<sentence>,,
,antennal,,
,scape,,
,with,,
,long,,
,suberect,,
,hairs,,
,over,,
,pubescence,,
,;,,
,funiculus,,
,with,,
,short,,
,",",,
,dense,,
,and,,
,erect,,
,pubescence,,
,",",,
,in,,
,addition,,
,a,,
,second,,
,layer,,
,of,,
,longer,,
,",",,
,erect,,
,dilute,,
,fine,,
,hairs,,
,.,,
,</sentence>,,
,<sentence>,,
,major,,
,:,,
,posterior,,
,third,,
,of,,
,dorsal,,
,head,,
,profile,,
,lined,,
,with,,
,a,,
,dense,,
,carpet,,
,of,,
,very,,
,short,,
,",",,
,suberect,,
,hairs,,
,of,,
,about,,
,equal,,
,length,,
,;,,
,the,,
,occipital,,
,margin,,
,in,,
,fullface,,
,view,,
,lined,,
,with,,
,similar,,
,",",,
,subrecumbent,,
,hairs,,
,;,,
,a,,
,similar,,
,layer,,
,of,,
,short,,
,subrecumbent,,
,hairs,,
,lines,,
,the,,
,ventral,,
,profile,,
,of,,
,the,,
,first,,
,gastral,,
,sternite,,
,;,,
,nadir,,
,of,,
,occipital,,
,cleft,,
,deep,,
,;,,
,rugoreticulum,,
,on,,
,each,,
,side,,
,of,,
,head,,
,extends,,
,from,,
,eye,,
,to,,
,antennal,,
,fossa,,
,and,,
,frontal,,
,carina,,
,;,,
,humerus,,
,in,,
,dorsaloblique,,
,view,,
,prominent,,
,above,,
,rest,,
,of,,
,pronotum,,
,;,,
,postpetiole,,
,seen,,
,from,,
,above,,
,diamondshaped,,
,.,,
,</sentence>,,
,<sentence>,,
,anteriorly,,
,the,,
,cuticle,,
,seems,,
,to,,
,split,,
,and,,
,its,,
,inner,,
,layer,,
,attached,,
,to,,
,the,,
,stoma,,
,wall,,
,or,,
,to,,
,the,,
,upper,,
,end,,
,of,,
,the,,
,pharynx,,
,forming,,
,an,,
,endocupola,,
,or,,
,internal,,
,skeleton,,
,of,,
,the,,
,head,,
,.,,
,there,,
,also,,
,a,,
,thickening,,
,of,,
,the,,
,median,,
,layer,,
,",",,
,which,,
,becomes,,
,filled,,
,with,,
,a,,
,fluid,,
,and,,
,called,,
,the,,
,cephalic,,
,ventricle,,
,.,,
,</sentence>,,
,<sentence>,,
,seeds,,
,reddish-brown,,
,to,,
,dark-brown,,
,",",,
,often,,
,with,,
,submarginal,,
,groove,,
,",",,
,broadly,,
,ovate,,
,",",,
,plump,,
,",",,
,0.4,,
,--,,
,0.5,,
,mm,,
,",",,
,smooth,,
,",",,
,often,,
,sculptured,,
,with,,
,parallel,,
,",",,
,wavy,,
,lines,,
,",",,
,papillae,,
,often,,
,present,,
,;,,
,wing,,
,often,,
,present,,
,",",,
,white,,
,",",,
,0.1,,
,--,,
,0.2,,
,mm,,
,wide,,
,",",,
,margins,,
,irregular,,
,.,,
,</sentence>,,
,<sentence>,,
,head,,
,",",,
,nape,,
,",",,
,and,,
,back,,
,a,,
,near,,
,uniform,,
,shade,,
,of,,
,brown-darker,,
,and,,
,more,,
,rufescent,,
,in,,
,eastern,,
,populations,,
,",",,
,paler,,
,and,,
,grayer,,
,in,,
,western,,
,populations,,
,.,,
,has,,
,only,,
,a,,
,pale,,
,",",,
,often,,
,indistinct,,
,superciliary,,
,line,,
,and,,
,no,,
,striping,,
,on,,
,crown,,
,.,,
,</sentence>,,
,<sentence>,,
,face,,
,narrowest,,
,near,,
,eye,,
,summits,,
,;,,
,inner,,
,orbit,,
,concave,,
,",",,
,curved,,
,toward,,
,central,,
,eye,,
,axis,,
,;,,
,frontal,,
,line,,
,cariniform,,
,",",,
,elevated,,
,at,,
,lower,,
,end,,
,above,,
,supraclypeal,,
,integument,,
,;,,
,apex,,
,of,,
,scape,,
,not,,
,surpassing,,
,upper,,
,eye,,
,margin,,
,;,,
,scutellum,,
,unmodified,,
,",",,
,convex,,
,in,,
,profile,,
,.,,
,</sentence>,,
,<sentence>,,
,parapsidal,,
,line,,
,usually,,
,elongate-linear,,
,",",,
,but,,
,if,,
,short,,
,",",,
,then,,
,situated,,
,well,,
,behind,,
,posterior,,
,end,,
,of,,
,median,,
,scutal,,
,line,,
,.,,
,</sentence>,,
,<sentence>,,
,valves,,
,flat,,
,",",,
,5-30,,
,µm,,
,in,,
,diameter,,
,.,,
,the,,
,margin,,
,well,,
,pronounced,,
,",",,
,very,,
,narrow,,
,",",,
,finely,,
,striated,,
,",",,
,often,,
,fracturable,,
,.,,
,</sentence>,,
,<sentence>,,
,the,,
,marginal,,
,zone,,
,with,,
,striae,,
,occupying,,
,1\/3,,
,of,,
,the,,
,valve,,
,diameter,,
,.,,
,striae,,
,composed,,
,of,,
,the,,
,same,,
,size,,
,areolae,,
,arranged,,
,in,,
,hexagonal,,
,array,,
,",",,
,forming,,
,2,,
,or,,
,4,,
,rows,,
,in,,
,the,,
,central,,
,side,,
,and,,
,up,,
,to,,
,5,,
,or,,
,6,,
,rows,,
,at,,
,the,,
,margin,,
,",",,
,10-14,,
,in,,
,10um,,
,.,,
,in,,
,the,,
,interior,,
,",",,
,marginal,,
,fultoportulae,,
,each,,
,with,,
,three,,
,struts,,
,occurring,,
,on,,
,every,,
,3rd,,
,to,,
,5th,,
,depressed,,
,interstria,,
,close,,
,to,,
,the,,
,valve,,
,margin,,
,.,,
,</sentence>,,
,<sentence>,,
,vertex,,
,swollen,,
,",",,
,in,,
,frontal,,
,view,,
,surpassing,,
,upper,,
,ocular,,
,margins,,
,by,,
,ocular,,
,width,,
,;,,
,head,,
,in,,
,frontal,,
,view,,
,nearly,,
,circular,,
,;,,
,inner,,
,margins,,
,of,,
,eyes,,
,not,,
,or,,
,only,,
,slightly,,
,convergent,,
,below,,
,;,,
,genal,,
,area,,
,broad,,
,",",,
,or,,
,",",,
,if,,
,head,,
,conspicu-ously,,
,rectangular,,
,and,,
,gena,,
,narrow,,
,",",,
,then,,
,thorax,,
,red,,
,.,,
,</sentence>,,
,<sentence>,,
,flowers,,
,closed,,
,;,,
,perianth,,
,2,,
,--,,
,3,,
,mm,,
,;,,
,tube,,
,10,,
,--,,
,18,,
,%,,
,of,,
,perianth,,
,length,,
,;,,
,tepals,,
,overlapping,,
,",",,
,pink,,
,with,,
,pink,,
,or,,
,white,,
,margins,,
,",",,
,petaloid,,
,",",,
,elliptic,,
,",",,
,navicular,,
,",",,
,apex,,
,acute,,
,to,,
,acuminate,,
,;,,
,midveins,,
,unbranched,,
,;,,
,stamens,,
,8,,
,.,,
,</sentence>,,
,<sentence>,,
,pinnae,,
,in,,
,most,,
,species,,
,rather,,
,deeply,,
,lobed,,
,;,,
,basal,,
,pinnae,,
,not,,
,reduced,,
,",",,
,but,,
,much,,
,narrowed,,
,at,,
,bases,,
,;,,
,aerophores,,
,at,,
,pinnae,,
,bases,,
,distinct,,
,but,,
,not,,
,swollen,,
,;,,
,lower,,
,surface,,
,with,,
,short,,
,",",,
,acicular,,
,hairs,,
,",",,
,also,,
,sessile,,
,or,,
,short-stalked,,
,glandular-hairs,,
,of,,
,various,,
,sizes,,
,and,,
,shapes,,
,from,,
,spherical,,
,to,,
,pyriform,,
,or,,
,clavate,,
,;,,
,larger,,
,hairs,,
,sometimes,,
,collapsing,,
,with,,
,drying,,
,;,,
,veins,,
,pinnate,,
,in,,
,pinna,,
,lobes,,
,;,,
,basal,,
,veins,,
,simple,,
,",",,
,either,,
,free,,
,and,,
,passing,,
,separately,,
,to,,
,the,,
,margin,,
,or,,
,anastomosing,,
,to,,
,form,,
,an,,
,excurrent,,
,vein,,
,;,,
,sinus,,
,membranes,,
,usually,,
,ending,,
,in,,
,a,,
,prominent,,
,tooth,,
,.,,
,</sentence>,,
,<sentence>,,
,voss,,
,failed,,
,to,,
,observe,,
,the,,
,row,,
,of,,
,spines,,
,along,,
,the,,
,posterior,,
,margin,,
,of,,
,the,,
,protibial,,
,apex,,
,.,,
,</sentence>,,
,<sentence>,,
,sori,,
,at,,
,the,,
,apices,,
,of,,
,ultimate,,
,segments,,
,",",,
,mostly,,
,on,,
,acroscopic,,
,side,,
,of,,
,pinnae,,
,",",,
,confined,,
,to,,
,upper,,
,portion,,
,of,,
,the,,
,frond,,
,;,,
,involucre,,
,obovate,,
,",",,
,bilabiate,,
,",",,
,divided,,
,to,,
,the,,
,middle,,
,",",,
,remainder,,
,immersed,,
,",",,
,2.5,,
,-3.2,,
,mm,,
,long,,
,",",,
,0.7,,
,-1.5,,
,mm,,
,wide,,
,;,,
,</sentence>,,
,<sentence>,,
,cephalic,,
,setae,,
,arising,,
,from,,
,the,,
,middle,,
,of,,
,cephalic,,
,capsule,,
,.,,
,</sentence>,,
,<sentence>,,
,eltry,,
,from,,
,the,,
,humeri,,
,onwards,,
,flatly,,
,roundly,,
,widened,,
,",",,
,such,,
,that,,
,the,,
,greatest,,
,width,,
,lies,,
,approximately,,
,in,,
,the,,
,middle,,
,.,,
,</sentence>,,
,<sentence>,,
,stipe,,
,4-8,,
,x,,
,2-3,,
,0.5,,
,cm,,
,",",,
,central,,
,",",,
,solid,,
,or,,
,narrowly,,
,stuffed,,
,",",,
,cylindrical,,
,to,,
,ventricose,,
,with,,
,pointed,,
,base,,
,",",,
,annulate,,
,in,,
,its,,
,lower,,
,or,,
,middle,,
,part,,
,",",,
,above,,
,the,,
,annulus,,
,white,,
,",",,
,smooth,,
,",",,
,below,,
,whitish,,
,",",,
,greyish,,
,or,,
,ochraceous,,
,",",,
,smooth,,
,or,,
,broken,,
,into,,
,broad,,
,transverse,,
,bands,,
,.,,
,</sentence>,,
,<sentence>,,
,longitudinal,,
,median,,
,specialized,,
,area,,
,of,,
,t5,,
,of,,
,female,,
,of,,
,nonparasitic,,
,forms,,
,not,,
,divided,,
,by,,
,a,,
,notch,,
,or,,
,cleft,,
,.,,
,</sentence>,,
,<sentence>,,
,metanotum,,
,with,,
,shallow,,
,medial,,
,notch,,
,;,,
,scutum,,
,without,,
,transverse,,
,crest,,
,of,,
,dense,,
,",",,
,plumose,,
,hair,,
,anteriorly,,
,;,,
,acetabular,,
,carina,,
,prominent,,
,on,,
,basal,,
,half,,
,of,,
,mandible,,
,",",,
,abruptly,,
,truncated,,
,.,,
,</sentence>,,
,<sentence>,,
,anterior,,
,clypeal,,
,margin,,
,with,,
,minute,,
,notch,,
,medially,,
,;,,
,clypeus,,
,in,,
,profile,,
,virtually,,
,straight,,
,with,,
,weakly,,
,impressed,,
,basal,,
,margin,,
,.,,
,</sentence>,,
,<sentence>,,
,capsules,,
,7,,
,--,,
,10,,
,mm,,
,",",,
,glabrous,,
,.,,
,seeds,,
,brownish,,
,black,,
,",",,
,suborbicular,,
,with,,
,hilar,,
,notch,,
,",",,
,2,,
,--,,
,2.4,,
,mm,,
,",",,
,tuberculate,,
,;,,
,tubercles,,
,rounded,,
,",",,
,elongate,,
,.,,
,</sentence>,,
,<sentence>,,
,central,,
,part,,
,of,,
,the,,
,valve,,
,strongly,,
,concave,,
,or,,
,convex,,
,",",,
,concentrically,,
,undulate,,
,.,,
,central,,
,area,,
,surrounded,,
,by,,
,central,,
,striae,,
,",",,
,punctuate,,
,or,,
,hyaline,,
,.,,
,</sentence>,,
,<sentence>,,
,buccal,,
,cavity,,
,large,,
,and,,
,narrow,,
,divided,,
,in,,
,two,,
,parts,,
,by,,
,a,,
,sclerotized,,
,transverse,,
,band,,
,",",,
,three,,
,teeth,,
,of,,
,which,,
,one,,
,ventrosublateral,,
,the,,
,largest,,
,.,,
,</sentence>,,
,<sentence>,,
,the,,
,terminal,,
,duct,,
,can,,
,end,,
,blindly,,
,in,,
,virgin,,
,females,,
,;,,
,number,,
,of,,
,terminal,,
,pores,,
,and,,
,ducts,,
,variable,,
,;,,
,glands,,
,present,,
,near,,
,the,,
,posterior,,
,part,,
,of,,
,the,,
,main,,
,duct,,
,.,,
,</sentence>,,
,<sentence>,,
,there,,
,four,,
,to,,
,five,,
,mantle,,
,fultoportulae,,
,.,,
,the,,
,internal,,
,view,,
,reveals,,
,a,,
,siliceous,,
,unstructured,,
,central,,
,area,,
,with,,
,the,,
,fultoportula,,
,surrounded,,
,by,,
,two,,
,or,,
,three,,
,satellite,,
,pores,,
,.,,
,this,,
,siliceous,,
,layer,,
,surrounded,,
,by,,
,a,,
,marginal,,
,area,,
,consisting,,
,of,,
,the,,
,costae,,
,",",,
,some,,
,with,,
,fultoportulae,,
,",",,
,which,,
,run,,
,towards,,
,the,,
,center,,
,of,,
,the,,
,valve,,
,face,,
,.,,
,</sentence>,,
,<sentence>,,
,amphid,,
,apertures,,
,minute,,
,",",,
,porelike,,
,",",,
,connected,,
,with,,
,fusus,,
,by,,
,slender,,
,and,,
,short,,
,amphidial,,
,duct,,
,.,,
,pharynx,,
,with,,
,seven,,
,pharyngeal,,
,gland,,
,cells,,
,.,,
,pharyngo-intestinal,,
,valve,,
,thin,,
,and,,
,disklike,,
,.,,
,excretory,,
,pore,,
,far,,
,back,,
,in,,
,pharyngeal,,
,region,,
,and,,
,often,,
,obscure,,
,.,,
,</sentence>,,
,<sentence>,,
,spicules,,
,enormously,,
,elongated,,
,",",,
,gubernaculum,,
,absent,,
,.,,
,demanian,,
,system,,
,well,,
,developed,,
,with,,
,uvette,,
,and,,
,moniliform,,
,terminal,,
,duct,,
,and,,
,pore,,
,",",,
,however,,
,",",,
,details,,
,unknown,,
,.,,
,</sentence>,,
,<sentence>,,
,antapex,,
,broadly,,
,rounded,,
,and,,
,truncate,,
,",",,
,notched,,
,by,,
,sulcus,,
,.,,
,girdle,,
,premedian,,
,",",,
,displaced,,
,about,,
,twice,,
,its,,
,width,,
,;,,
,furrow,,
,wide,,
,",",,
,deeply,,
,excavated,,
,.,,
,sulcus,,
,extending,,
,up,,
,the,,
,epicone,,
,for,,
,a,,
,short,,
,distance,,
,and,,
,to,,
,the,,
,antapex,,
,",",,
,narrow,,
,.,,
,flagella,,
,and,,
,pores,,
,not,,
,seen,,
,.,,
,</sentence>,,
,<sentence>,,
,spores,,
,5.2-8,,
,0.2,,
,x,,
,3.5-5,,
,?m,,
,",",,
,av,,
,.,,
,6.93,,
,x,,
,4.14,,
,?m,,
,",",,
,q,,
,#ERROR!,,
,1.37-1,,
,0.82,,
,",",,
,av,,
,.,,
,1.67,,
,",",,
,ellipsoid,,
,to,,
,oblong,,
,",",,
,brown,,
,lacking,,
,a,,
,germ,,
,pore,,
,",",,
,mon-bi,,
,or,,
,multiguttulate,,
,.,,
,</sentence>,,
,<sentence>,,
,female,,
,buccal,,
,cavity,,
,divided,,
,into,,
,two,,
,unequal,,
,portions,,
,by,,
,an,,
,anterior,,
,transverse,,
,band,,
,",",,
,ring,,
,or,,
,row,,
,of,,
,denticles,,
,;,,
,other,,
,rings,,
,",",,
,which,,
,might,,
,present,,
,faint,,
,and,,
,concentrated,,
,at,,
,the,,
,posterior,,
,end,,
,of,,
,the,,
,buccal,,
,cavity,,
,.,,
,</sentence>,,
,<sentence>,,
,flowers,,
,:,,
,calyx,,
,blue-purple,,
,in,,
,distal,,
,1\/2,,
,",",,
,with,,
,reddish-brown,,
,",",,
,short-pubescent,,
,ribs,,
,",",,
,funnelform,,
,;,,
,tube,,
,5,,
,--,,
,6,,
,mm,,
,",",,
,expanded,,
,portion,,
,5,,
,--,,
,7,,
,mm,,
,",",,
,lobes,,
,indistinct,,
,",",,
,glabrous,,
,;,,
,petals,,
,whitish,,
,",",,
,barely,,
,exceeding,,
,calyx,,
,.,,
,</sentence>,,
,<sentence>,,
,clypeus,,
,:,,
,anterior,,
,border,,
,deeply,,
,notched,,
,in,,
,the,,
,middle,,
,;,,
,mesial,,
,portion,,
,oblique,,
,",",,
,its,,
,sides,,
,marginate,,
,;,,
,posterior,,
,portion,,
,and,,
,frontal,,
,area,,
,somewhat,,
,impressed,,
,between,,
,triangular,,
,",",,
,laterally,,
,irregularly,,
,denticulate,,
,frontal,,
,lobes,,
,;,,
,frontal,,
,area,,
,prolonged,,
,caudad,,
,in,,
,the,,
,shape,,
,of,,
,a,,
,faint,,
,",",,
,fingerlike,,
,",",,
,distinctly,,
,circumscribed,,
,impression,,
,.,,
,</sentence>,,
,<sentence>,,
,mandibular,,
,apical,,
,margin,,
,more,,
,than,,
,half,,
,of,,
,mandibular,,
,length,,
,;,,
,mandible,,
,with,,
,two,,
,lower,,
,apical,,
,teeth,,
,followed,,
,by,,
,long,,
,undulate,,
,margin,,
,;,,
,lower,,
,margin,,
,of,,
,clypeus,,
,with,,
,median,,
,snoutlike,,
,projection,,
,;,,
,first,,
,recurrent,,
,vein,,
,nearly,,
,meeting,,
,first,,
,submarginal,,
,crossvein,,
,.,,
,</sentence>,,
,<sentence>,,
,distinguished,,
,by,,
,the,,
,comparatively,,
,large,,
,size,,
,and,,
,shiny,,
,appearance,,
,;,,
,as,,
,well,,
,as,,
,the,,
,explanate,,
,projections,,
,of,,
,the,,
,spiculum,,
,gastrale,,
,and,,
,the,,
,fused,,
,",",,
,apical,,
,",",,
,weakly,,
,sclerotized,,
,internal,,
,sclerite,,
,of,,
,the,,
,median,,
,lobe,,
,in,,
,males,,
,.,,
,</sentence>,,
,<sentence>,,
,median,,
,lobe,,
,l\/w,,
,#ERROR!,,
,3.3-3-8,,
,",",,
,internally,,
,with,,
,fused,,
,",",,
,large,,
,",",,
,elongate,,
,",",,
,narrow,,
,",",,
,fusiform,,
,sclerite,,
,",",,
,extending,,
,along,,
,basal,,
,1\/2,,
,",",,
,basal,,
,1\/2,,
,bifurcate,,
,",",,
,projections,,
,narrow,,
,",",,
,subparallel,,
,",",,
,superposed,,
,",",,
,centrally,,
,broadened,,
,",",,
,weakly,,
,sclerotized,,
,;,,
,aedeagal,,
,apodemes,,
,similar,,
,throughout,,
,.,,
,</sentence>,,
,<sentence>,,
,spermatheca,,
,apically,,
,rotundate,,
,",",,
,with,,
,short,,
,",",,
,membranous,,
,projection,,
,.,,
,</sentence>,,
,<sentence>,,
,the,,
,marginal,,
,alveoli,,
,partially,,
,occluded,,
,and,,
,coincident,,
,with,,
,the,,
,domed,,
,hyaline,,
,ridges,,
,on,,
,the,,
,outside,,
,.,,
,a,,
,single,,
